GOEXPERIMENT=arenas go run main/sandbox/sandbox.go
2.420000 1.360000
2.420000 1.380000
2.420000 1.390000
2.420000 1.400000
2.420000 1.410000
2.420000 1.420000
2.430000 1.370000
2.430000 1.380000
2.430000 1.390000
2.430000 1.400000
2.430000 1.410000
2.430000 1.420000
2.430000 1.430000
2.440000 1.360000
2.440000 1.370000
2.440000 1.380000
2.440000 1.400000
2.440000 1.410000
2.440000 1.420000
2.440000 1.430000
2.440000 1.440000
2.450000 1.360000
2.450000 1.370000
2.450000 1.380000
2.450000 1.390000
2.450000 1.400000
2.450000 1.410000
2.450000 1.420000
2.450000 1.430000
2.450000 1.440000
2.450000 1.450000
2.460000 1.370000
2.460000 1.380000
2.460000 1.390000
2.460000 1.400000
2.460000 1.410000
2.460000 1.420000
2.460000 1.430000
2.460000 1.440000
2.460000 1.450000
2.460000 1.460000
2.470000 1.360000
2.470000 1.370000
2.470000 1.390000
2.470000 1.400000
2.470000 1.410000
2.470000 1.420000
2.470000 1.430000
2.470000 1.440000
2.470000 1.450000
2.470000 1.460000
2.470000 1.470000
2.480000 1.360000
2.480000 1.390000
2.480000 1.400000
2.480000 1.410000
2.480000 1.420000
2.480000 1.430000
2.480000 1.440000
2.480000 1.450000
2.480000 1.460000
2.480000 1.470000
2.480000 1.480000
2.490000 1.380000
2.490000 1.410000
2.490000 1.420000
2.490000 1.430000
2.490000 1.440000
2.490000 1.450000
2.490000 1.460000
2.490000 1.470000
2.490000 1.480000
2.490000 1.490000
2.500000 1.390000
2.500000 1.400000
2.500000 1.410000
2.500000 1.420000
2.500000 1.430000
2.500000 1.440000
2.500000 1.450000
2.500000 1.460000
2.500000 1.470000
2.500000 1.480000
2.500000 1.490000
2.500000 1.500000
2.510000 1.390000
2.510000 1.400000
2.510000 1.410000
2.510000 1.420000
2.510000 1.430000
2.510000 1.440000
2.510000 1.450000
2.510000 1.460000
2.510000 1.470000
2.510000 1.480000
2.510000 1.490000
2.510000 1.500000
2.520000 1.390000
2.520000 1.400000
2.520000 1.410000
2.520000 1.420000
2.520000 1.430000
2.520000 1.440000
2.520000 1.450000
2.520000 1.460000
2.520000 1.470000
2.520000 1.480000
2.520000 1.490000
2.520000 1.500000
2.530000 1.390000
2.530000 1.400000
2.530000 1.410000
2.530000 1.420000
2.530000 1.430000
2.530000 1.440000
2.530000 1.450000
2.530000 1.460000
2.530000 1.470000
2.530000 1.480000
2.530000 1.490000
2.530000 1.500000
2.540000 1.390000
2.540000 1.400000
2.540000 1.410000
2.540000 1.420000
2.540000 1.430000
2.540000 1.440000
2.540000 1.450000
2.540000 1.460000
2.540000 1.470000
2.540000 1.480000
2.540000 1.490000
2.540000 1.500000
2.550000 1.390000
2.550000 1.400000
2.550000 1.410000
2.550000 1.420000
2.550000 1.430000
2.550000 1.440000
2.550000 1.450000
2.550000 1.460000
2.550000 1.470000
2.550000 1.480000
2.550000 1.490000
2.550000 1.500000
2.560000 1.370000
2.560000 1.390000
2.560000 1.400000
2.560000 1.410000
2.560000 1.420000
2.560000 1.430000
2.560000 1.440000
2.560000 1.450000
2.560000 1.460000
2.560000 1.470000
2.560000 1.480000
2.560000 1.490000
2.560000 1.500000
2.570000 1.370000
2.570000 1.390000
2.570000 1.400000
2.570000 1.410000
2.570000 1.420000
2.570000 1.430000
2.570000 1.440000
2.570000 1.450000
2.570000 1.460000
2.570000 1.470000
2.570000 1.480000
2.570000 1.490000
2.570000 1.500000
2.580000 1.390000
2.580000 1.400000
2.580000 1.410000
2.580000 1.420000
2.580000 1.430000
2.580000 1.440000
2.580000 1.450000
2.580000 1.460000
2.580000 1.470000
2.580000 1.480000
2.580000 1.490000
2.580000 1.500000
2.590000 1.390000
2.590000 1.400000
2.590000 1.410000
2.590000 1.420000
2.590000 1.430000
2.590000 1.440000
2.590000 1.450000
2.590000 1.460000
2.590000 1.470000
2.590000 1.480000
2.590000 1.490000
2.590000 1.500000
2.600000 1.380000
2.600000 1.390000
2.600000 1.400000
2.600000 1.410000
2.600000 1.420000
2.600000 1.430000
2.600000 1.440000
2.600000 1.450000
2.600000 1.460000
2.600000 1.470000
2.600000 1.480000
2.600000 1.490000
2.600000 1.500000
2.610000 1.380000
2.610000 1.390000
2.610000 1.400000
2.610000 1.410000
2.610000 1.420000
2.610000 1.430000
2.610000 1.440000
2.610000 1.450000
2.610000 1.460000
2.610000 1.470000
2.610000 1.480000
2.610000 1.490000
2.610000 1.500000
2.620000 1.380000
2.620000 1.390000
2.620000 1.400000
2.620000 1.410000
2.620000 1.420000
2.620000 1.430000
2.620000 1.440000
2.620000 1.450000
2.620000 1.460000
2.620000 1.470000
2.620000 1.480000
2.620000 1.490000
2.620000 1.500000
2.630000 1.380000
2.630000 1.390000
2.630000 1.400000
2.630000 1.410000
2.630000 1.420000
2.630000 1.430000
2.630000 1.440000
2.630000 1.450000
2.630000 1.460000
